2,2,2,0,0,1,1
2,2,3,0,0,1,1
2,2,4,0,0,1,1
2,2,5,0,0,1,1
2,2,6,0,0,1,1
2,2,7,0,0,1,1
2,2,8,0,0,1,1
2,2,9,0,0,1,1
2,2,10,0,0,1,1
2,2,11,0,0,1,1
2,2,12,0,0,1,1
2,2,13,0,0,1,1
2,2,14,0,0,1,1
2,2,15,0,0,1,1
2,3,2,0,0,1,1
2,3,3,1,0,1,1
2,3,4,0,0,1,1
2,3,5,0,0,1,1
2,3,6,0,0,1,1
2,3,7,0,0,1,1
2,3,8,0,0,1,1
2,3,9,0,0,1,1
2,3,10,0,0,1,1
2,3,11,0,0,1,1
2,3,12,0,0,1,1
2,3,13,0,0,1,1
2,3,14,0,0,1,1
2,3,15,0,0,1,1
2,4,2,0,0,1,1
2,4,3,1,0,1,1
2,4,4,0,0,1,1
2,4,5,0,0,1,1
2,4,6,0,0,1,1
2,4,7,1,0,1,1
2,4,8,0,0,1,1
2,4,9,1,0,1,1
2,4,10,0,0,1,1
2,4,11,0,0,1,1
2,4,12,0,0,1,1
2,4,13,0,0,1,1
2,4,14,1,0,1,1
2,4,15,0,0,1,1
2,5,2,1,0,1,1
2,5,3,0,0,1,1
2,5,4,0,0,1,1
2,5,5,0,0,1,1
2,5,6,0,0,1,1
2,5,7,1,0,1,1
2,5,8,0,0,1,1
2,5,9,0,0,1,1
2,5,10,0,0,1,1
2,5,11,0,0,1,1
2,5,12,0,0,1,1
2,5,13,0,0,1,1
2,5,14,0,0,1,1
2,5,15,0,0,1,1
2,6,2,0,0,1,1
2,6,3,0,0,1,1
2,6,4,0,0,1,1
2,6,5,0,0,1,1
2,6,6,0,0,1,1
2,6,7,0,0,1,1
2,6,8,0,0,1,1
2,6,9,0,0,1,1
2,6,10,0,0,1,1
2,6,11,0,0,1,1
2,6,12,0,0,1,1
2,6,13,0,0,1,1
2,6,14,0,0,1,1
2,6,15,0,0,1,1
2,7,2,0,0,1,1
2,7,3,0,0,1,1
2,7,4,0,0,1,1
2,7,5,1,0,1,1
2,7,6,0,0,1,1
2,7,7,1,0,1,1
2,7,8,0,0,1,1
2,7,9,0,0,1,1
2,7,10,0,0,1,1
2,7,11,0,0,1,1
2,7,12,0,0,1,1
2,7,13,0,0,1,1
2,7,14,0,0,1,1
2,7,15,0,0,1,1
2,8,2,0,0,1,1
2,8,3,0,0,1,1
2,8,4,0,0,1,1
2,8,5,0,0,1,1
2,8,6,0,0,1,1
2,8,7,0,0,1,1
2,8,8,0,0,1,1
2,8,9,0,0,1,1
2,8,10,0,0,1,1
2,8,11,0,0,1,1
2,8,12,0,0,1,1
2,8,13,0,0,1,1
2,8,14,0,0,1,1
2,8,15,0,0,1,1
2,9,2,0,0,1,1
2,9,3,0,0,1,1
2,9,4,0,0,1,1
2,9,5,0,0,1,1
2,9,6,0,0,1,1
2,9,7,0,0,1,1
2,9,8,0,0,1,1
2,9,9,0,0,1,1
2,9,10,0,0,1,1
2,9,11,0,0,1,1
2,9,12,0,0,1,1
2,9,13,0,0,1,1
2,9,14,0,0,1,1
2,9,15,0,0,1,1
2,10,2,0,0,1,1
2,10,3,0,0,1,1
2,10,4,0,0,1,1
2,10,5,0,0,1,1
2,10,6,0,0,1,1
2,10,7,0,0,1,1
2,10,8,0,0,1,1
2,10,9,0,0,1,1
2,10,10,0,0,1,1
2,10,11,0,0,1,1
2,10,12,0,0,1,1
2,10,13,0,0,1,1
2,10,14,0,0,1,1
2,10,15,0,0,1,1
2,11,2,0,0,1,1
2,11,3,0,0,1,1
2,11,4,0,0,1,1
2,11,5,0,0,1,1
2,11,6,0,0,1,1
2,11,7,0,0,1,1
2,11,8,0,0,1,1
2,11,9,0,0,1,1
2,11,10,0,0,1,1
2,11,11,0,0,1,1
2,11,12,0,0,1,1
2,11,13,0,0,1,1
2,11,14,0,0,1,1
2,11,15,0,0,1,1
2,12,2,0,0,1,1
2,12,3,0,0,1,1
2,12,4,0,0,1,1
2,12,5,0,0,1,1
2,12,6,0,0,1,1
2,12,7,0,0,1,1
2,12,8,0,0,1,1
2,12,9,0,0,1,1
2,12,10,0,0,1,1
2,12,11,0,0,1,1
2,12,12,0,0,1,1
2,12,13,0,0,1,1
2,12,14,0,0,1,1
2,12,15,0,0,1,1
2,13,2,0,0,1,1
2,13,3,0,0,1,1
2,13,4,0,0,1,1
2,13,5,0,0,1,1
2,13,6,0,0,1,1
2,13,7,0,0,1,1
2,13,8,0,0,1,1
2,13,9,0,0,1,1
2,13,10,0,0,1,1
2,13,11,0,0,1,1
2,13,12,0,0,1,1
2,13,13,0,0,1,1
2,13,14,0,0,1,1
2,13,15,0,0,1,1
2,14,2,0,0,1,1
2,14,3,0,0,1,1
2,14,4,0,0,1,1
2,14,5,0,0,1,1
2,14,6,0,0,1,1
2,14,7,0,0,1,1
2,14,8,0,0,1,1
2,14,9,0,0,1,1
2,14,10,0,0,1,1
2,14,11,0,0,1,1
2,14,12,0,0,1,1
2,14,13,0,0,1,1
2,14,14,0,0,1,1
2,14,15,0,0,1,1
2,15,2,0,0,1,1
2,15,3,0,0,1,1
2,15,4,0,0,1,1
2,15,5,0,0,1,1
2,15,6,0,0,1,1
2,15,7,0,0,1,1
2,15,8,0,0,1,1
2,15,9,0,0,1,1
2,15,10,0,0,1,1
2,15,11,0,0,1,1
2,15,12,0,0,1,1
2,15,13,1,0,1,1
2,15,14,0,0,1,1
2,15,15,0,0,1,1
3,2,2,2,2,2,2,2,2
3,2,3,2,2,2,1,2,2
3,2,4,2,2,2,1,2,2
3,2,5,2,2,1,1,2,2
3,2,6,2,2,2,1,2,2
3,2,7,1,2,2,2,2,2
3,2,8,2,2,2,1,2,2
3,2,9,2,2,2,1,2,2
3,2,10,1,2,1,0,2,2
3,2,11,2,2,2,1,2,2
3,2,12,2,2,1,1,2,2
3,2,13,1,2,1,2,2,2
3,2,14,2,2,2,1,2,2
3,2,15,2,2,1,1,2,2
3,3,2,2,2,1,1,2,2
3,3,3,2,2,2,2,2,1
3,3,4,1,0,1,1,2,2
3,3,5,2,0,1,1,2,0
3,3,6,2,2,1,1,2,0
3,3,7,1,0,1,1,2,2
3,3,8,2,2,1,1,2,0
3,3,9,0,0,1,1,2,0
3,3,10,0,0,1,1,2,2
3,3,11,2,2,1,1,2,0
3,3,12,2,2,1,1,2,0
3,3,13,2,2,1,1,2,0
3,3,14,2,2,1,1,2,0
3,3,15,0,0,1,1,2,0
3,4,2,0,0,1,1,2,2
3,4,3,1,0,1,1,1,2
3,4,4,1,0,1,1,1,1
3,4,5,2,2,1,1,1,1
3,4,6,2,0,1,1,1,1
3,4,7,0,0,1,1,1,2
3,4,8,1,0,1,1,1,1
3,4,9,1,2,1,1,1,1
3,4,10,1,0,1,1,2,1
3,4,11,1,0,1,1,1,1
3,4,12,2,0,1,1,2,1
3,4,13,0,0,1,1,1,2
3,4,14,0,0,1,1,2,2
3,4,15,0,0,1,1,1,1
3,5,2,0,0,1,1,2,2
3,5,3,1,0,1,1,2,2
3,5,4,2,2,1,1,2,2
3,5,5,1,0,1,1,1,2
3,5,6,2,2,2,2,2,2
3,5,7,0,0,1,1,2,2
3,5,8,0,0,2,1,2,2
3,5,9,0,0,1,1,2,1
3,5,10,0,0,1,1,2,2
