2,4,2,5,0,0,1,1
2,4,3,5,0,0,1,1
2,4,4,5,0,0,0,0
2,4,5,5,1,0,1,1
2,4,6,5,1,0,1,1
2,4,7,5,1,0,1,1
2,4,8,5,1,0,1,1
2,4,9,5,1,0,1,1
2,5,2,5,0,0,1,1
2,5,3,5,1,1,1,1
2,5,4,5,1,0,1,1
2,5,5,5,1,0,1,1
2,5,6,5,1,0,1,1
2,5,7,5,1,0,1,1
2,5,8,5,0,0,1,1
2,5,9,5,1,0,1,1
2,6,2,5,0,0,1,1
2,6,3,5,1,0,1,1
2,6,4,5,1,0,1,1
2,6,5,5,1,0,1,1
2,6,6,5,1,0,1,1
2,6,7,5,1,0,1,1
2,6,8,5,1,0,1,1
2,6,9,5,0,0,1,1
2,7,2,5,0,0,1,1
2,7,3,5,1,1,1,1
2,7,4,5,1,0,1,1
2,7,5,5,1,0,1,1
2,7,6,5,1,0,1,1
2,7,7,5,1,0,1,1
2,7,8,5,1,0,1,1
2,7,9,5,1,0,1,1
2,8,2,5,0,0,1,1
2,8,3,5,1,1,1,1
2,8,4,5,1,0,1,1
2,8,5,5,0,0,1,1
2,8,6,5,1,0,1,1
2,8,7,5,1,0,1,1
2,8,8,5,1,0,1,1
2,8,9,5,1,0,1,1
2,9,2,5,0,0,1,1
2,9,3,5,0,0,1,1
2,9,4,5,1,0,1,1
2,9,5,5,1,0,1,1
2,9,6,5,0,0,1,1
2,9,7,5,0,0,1,1
2,9,8,5,0,0,1,1
2,9,9,5,0,0,1,1
2,10,2,5,0,0,1,1
2,10,3,5,0,0,1,1
2,10,4,5,1,0,1,1
2,10,5,5,0,0,1,1
2,10,6,5,0,0,1,1
2,10,7,5,0,0,1,1
2,10,8,5,0,0,1,1
2,10,9,5,0,0,1,1
2,11,2,5,0,0,1,1
2,11,3,5,0,0,1,1
2,11,4,5,0,0,1,1
2,11,5,5,0,0,1,1
2,11,6,5,1,0,1,1
2,11,7,5,0,0,1,1
2,11,8,5,0,0,1,1
2,11,9,5,0,0,1,1
2,12,2,5,0,0,1,1
2,12,3,5,0,0,1,1
2,12,4,5,0,0,1,1
2,12,5,5,0,0,1,1
2,12,6,5,0,0,1,1
2,12,7,5,0,0,1,1
2,12,8,5,0,0,1,1
2,12,9,5,0,0,1,1
2,13,2,5,0,0,1,1
2,13,3,5,0,0,1,1
2,13,4,5,0,0,1,1
2,13,5,5,0,0,1,1
2,13,6,5,0,0,1,1
2,13,7,5,0,0,1,1
2,13,8,5,0,0,1,1
2,13,9,5,0,0,1,1
2,14,2,5,0,0,1,1
2,14,3,5,0,0,1,1
2,14,4,5,0,0,1,1
2,14,5,5,1,0,1,1
2,14,6,5,0,0,1,1
2,14,7,5,0,0,1,1
2,14,8,5,0,0,1,1
2,14,9,5,0,0,1,1
2,15,2,5,0,0,1,1
2,15,3,5,0,0,1,1
2,15,4,5,0,0,1,1
2,15,5,5,0,0,1,1
2,15,6,5,0,0,1,1
2,15,7,5,0,0,1,1
2,15,8,5,0,0,1,1
2,15,9,5,0,0,1,1
3,4,2,5,0,0,1,1,2,2
3,4,3,5,0,0,1,1,0,1
3,4,4,5,2,2,1,1,1,1
3,4,5,5,0,0,2,2,2,2
3,4,6,5,0,0,0,1,0,2
3,4,7,5,2,0,2,2,2,2
3,4,8,5,2,0,2,1,2,2
3,4,9,5,0,0,1,1,2,2
3,5,2,5,0,0,1,1,2,2
3,5,3,5,0,0,2,2,2,2
3,5,4,5,1,2,2,1,2,2
3,5,5,5,2,2,1,1,2,2
3,5,6,5,2,0,1,1,2,2
3,5,7,5,2,0,1,1,2,2
3,5,8,5,2,0,2,1,2,2
3,5,9,5,2,0,2,1,2,2
3,6,2,5,0,0,1,1,2,2
3,6,3,5,0,0,1,1,2,2
3,6,4,5,2,2,1,1,1,1
3,6,5,5,1,0,1,1,1,2
3,6,6,5,2,0,1,1,2,2
3,6,7,5,2,0,1,1,2,2
3,6,8,5,2,0,1,1,2,2
3,6,9,5,2,0,1,1,2,2
3,7,2,5,0,0,1,1,2,2
3,7,3,5,2,2,1,1,1,1
3,7,4,5,2,2,1,1,2,1
3,7,5,5,2,2,1,1,1,2
3,7,6,5,2,2,2,1,2,2
3,7,7,5,2,0,2,2,2,2
3,7,8,5,2,0,1,1,2,2
3,7,9,5,2,0,1,1,2,2
3,8,2,5,0,0,1,1,2,2
3,8,3,5,2,0,1,1,2,2
3,8,4,5,1,0,1,1,2,2
3,8,5,5,2,2,1,1,2,2
3,8,6,5,2,2,2,1,2,2
3,8,7,5,2,0,1,1,2,2
3,8,8,5,2,0,1,1,2,2
3,8,9,5,2,0,1,1,2,2
3,9,2,5,0,2,1,1,2,2
3,9,3,5,2,0,2,1,1,2
3,9,4,5,2,0,1,1,2,2
3,9,5,5,1,0,1,1,1,1
3,9,6,5,2,0,1,1,2,2
3,9,7,5,0,0,1,1,2,2
3,9,8,5,0,0,1,1,2,2
3,9,9,5,0,0,1,1,2,2
3,10,2,5,2,2,2,1,2,2
3,10,3,5,2,0,1,1,2,1
3,10,4,5,2,0,1,1,2,2
3,10,5,5,1,0,1,1,1,2
3,10,6,5,0,0,1,1,2,2
3,10,7,5,0,0,1,1,2,2
3,10,8,5,0,0,1,1,2,2
3,10,9,5,0,0,1,1,2,2
3,11,2,5,0,0,0,1,2,2
3,11,3,5,0,0,1,1,2,2
3,11,4,5,0,0,2,1,2,2
3,11,5,5,2,0,1,1,2,2
3,11,6,5,0,0,1,1,2,2
3,11,7,5,0,0,1,1,2,2
3,11,8,5,0,0,1,1,2,2
3,11,9,5,0,0,1,1,2,2
3,12,2,5,0,2,2,1,2,2
3,12,3,5,2,2,1,1,2,1
3,12,4,5,2,0,2,1,2,2
3,12,5,5,1,0,1,1,1,2
3,12,6,5,0,0,1,1,2,2
3,12,7,5,0,0,1,1,2,2
3,12,8,5,0,0,1,1,2,2
3,12,9,5,0,0,1,1,2,2
3,13,2,5,0,2,2,1,2,2
3,13,3,5,0,0,1,1,2,0
3,13,4,5,0,0,1,1,1,1
3,13,5,5,0,0,1,2,2,2
3,13,6,5,0,0,1,1,2,2
3,13,7,5,0,0,2,2,2,2
3,13,8,5,0,0,1,1,2,2
3,13,9,5,0,0,1,2,2,2
3,14,2,5,0,2,2,1,2,2
3,14,3,5,2,2,1,1,1,0
3,14,4,5,2,0,1,1,1,2
3,14,5,5,0,0,1,1,1,2
3,14,6,5,0,0,1,1,2,2
3,14,7,5,0,0,1,1,2,2
3,14,8,5,0,0,1,1,2,2
3,14,9,5,0,0,1,1,2,2
3,15,2,5,2,2,2,1,2,2
3,15,3,5,0,0,1,1,2,0
3,15,4,5,0,0,1,1,1,1
3,15,5,5,1,2,2,1,2,2
3,15,6,5,0,0,1,1,2,2
3,15,7,5,0,0,1,1,2,2
3,15,8,5,0,0,1,1,2,2
3,15,9,5,0,0,1,1,2,2
